2023-12-08T11:18:30.5421110+01:00 44 144 976
2023-12-08T11:18:30.5951560+01:00 8 44 1000
2023-12-08T11:18:30.6471842+01:00 4 48 1004
2023-12-08T11:18:30.7000948+01:00 8 40 996
2023-12-08T11:18:30.7524358+01:00 8 44 988
2023-12-08T11:18:30.8052904+01:00 0 40 1000
2023-12-08T11:18:30.8591016+01:00 0 44 1000
2023-12-08T11:18:30.9112089+01:00 0 52 996
2023-12-08T11:18:30.9640129+01:00 8 44 1000
2023-12-08T11:18:31.0170775+01:00 8 48 1000
2023-12-08T11:18:31.0700733+01:00 4 48 988
2023-12-08T11:18:31.1224071+01:00 0 64 996
2023-12-08T11:18:31.1752359+01:00 8 44 996
2023-12-08T11:18:31.2273231+01:00 4 48 1000
2023-12-08T11:18:31.2791258+01:00 8 44 1000
2023-12-08T11:18:31.3314577+01:00 4 56 1008
2023-12-08T11:18:31.3850991+01:00 0 44 996
2023-12-08T11:18:31.4381587+01:00 4 56 1000
2023-12-08T11:18:31.4901994+01:00 0 52 1000
2023-12-08T11:18:31.5432170+01:00 8 44 988
2023-12-08T11:18:31.5954533+01:00 4 40 992
2023-12-08T11:18:31.6480010+01:00 0 52 992
2023-12-08T11:18:31.6993921+01:00 4 72 984
2023-12-08T11:18:31.7510913+01:00 8 40 992
2023-12-08T11:18:31.8032690+01:00 12 48 992
2023-12-08T11:18:31.8552495+01:00 4 44 992
2023-12-08T11:18:31.9090574+01:00 4 48 1000
2023-12-08T11:18:31.9641047+01:00 8 40 996
2023-12-08T11:18:32.0170913+01:00 4 44 996
2023-12-08T11:18:32.0697046+01:00 -4 44 992
2023-12-08T11:18:32.1222855+01:00 4 60 996
