2023-12-08T11:18:27.2401912+01:00 -40 -80 64
2023-12-08T11:18:27.2921378+01:00 100 52 -112
2023-12-08T11:18:27.3434211+01:00 -8 -24 92
2023-12-08T11:18:27.3963819+01:00 60 -116 12
2023-12-08T11:18:27.4491284+01:00 84 92 -92
2023-12-08T11:18:27.5016542+01:00 -120 -220 76
2023-12-08T11:18:27.5553803+01:00 80 204 -96
2023-12-08T11:18:27.6080760+01:00 -152 -148 24
2023-12-08T11:18:27.6593665+01:00 -124 -100 -120
2023-12-08T11:18:27.7123042+01:00 -188 -144 80
2023-12-08T11:18:27.7636221+01:00 -8 124 32
2023-12-08T11:18:27.8161203+01:00 576 960 304
2023-12-08T11:18:27.8681174+01:00 152 232 -12
2023-12-08T11:18:27.9201103+01:00 -756 -1824 -612
2023-12-08T11:18:27.9741675+01:00 676 1696 280
2023-12-08T11:18:28.0262458+01:00 -780 -1500 224
2023-12-08T11:18:28.0801050+01:00 724 1296 -168
2023-12-08T11:18:28.1312943+01:00 -892 -1452 260
2023-12-08T11:18:28.1837359+01:00 796 1392 -340
2023-12-08T11:18:28.2371928+01:00 -520 -692 244
2023-12-08T11:18:28.2900114+01:00 160 68 -312
2023-12-08T11:18:28.3440704+01:00 244 472 72
2023-12-08T11:18:28.3952913+01:00 -140 -248 280
2023-12-08T11:18:28.4474375+01:00 108 180 -108
2023-12-08T11:18:28.4993698+01:00 -192 -372 0
2023-12-08T11:18:28.5514407+01:00 292 168 -240
2023-12-08T11:18:28.6040584+01:00 -160 -128 232
2023-12-08T11:18:28.6554504+01:00 144 92 -68
2023-12-08T11:18:28.7073008+01:00 -92 -236 4
2023-12-08T11:18:28.7593760+01:00 -104 -28 52
2023-12-08T11:18:28.8113769+01:00 28 76 -132
2023-12-08T11:18:28.8641769+01:00 120 212 -4
2023-12-08T11:18:28.9152896+01:00 -160 -192 184
2023-12-08T11:18:28.9674596+01:00 -68 -112 -12
2023-12-08T11:18:29.0201142+01:00 72 88 -140
2023-12-08T11:18:29.0713082+01:00 -264 -208 24
2023-12-08T11:18:29.1242270+01:00 24 200 48
2023-12-08T11:18:29.1761596+01:00 392 620 128
2023-12-08T11:18:29.2300819+01:00 280 284 64
2023-12-08T11:18:29.2820986+01:00 -656 -1916 -628
2023-12-08T11:18:29.3351818+01:00 676 1728 484
2023-12-08T11:18:29.3874875+01:00 -488 -664 208
2023-12-08T11:18:29.4401975+01:00 28 -132 -628
2023-12-08T11:18:29.4913778+01:00 -460 -1124 332
2023-12-08T11:18:29.5435440+01:00 532 2080 148
2023-12-08T11:18:29.5961288+01:00 -512 -1752 436
2023-12-08T11:18:29.6482714+01:00 544 1020 -808
2023-12-08T11:18:29.7006722+01:00 -196 -152 280
2023-12-08T11:18:29.7541862+01:00 244 204 -120
2023-12-08T11:18:29.8071619+01:00 -440 -428 152
2023-12-08T11:18:29.8595147+01:00 336 492 -92
2023-12-08T11:18:29.9112138+01:00 -52 -100 -76
2023-12-08T11:18:29.9631724+01:00 -124 -180 96
2023-12-08T11:18:30.0153437+01:00 320 116 -128
2023-12-08T11:18:30.0674777+01:00 -220 -8 76
2023-12-08T11:18:30.1202430+01:00 -40 -84 164
2023-12-08T11:18:30.1713943+01:00 -76 56 -172
2023-12-08T11:18:30.2241292+01:00 76 -8 132
2023-12-08T11:18:30.2764637+01:00 -20 0 -100
2023-12-08T11:18:30.3301293+01:00 -68 324 -76
2023-12-08T11:18:30.3832386+01:00 -164 -416 -440
2023-12-08T11:18:30.4363061+01:00 768 292 -216
2023-12-08T11:18:30.4886022+01:00 -448 120 748
2023-12-08T11:18:30.5421110+01:00 -36 -100 24
2023-12-08T11:18:30.5951560+01:00 -4 4 4
2023-12-08T11:18:30.6471842+01:00 4 -8 -8
2023-12-08T11:18:30.7000948+01:00 0 4 -8
2023-12-08T11:18:30.7524358+01:00 -8 -4 12
2023-12-08T11:18:30.8052904+01:00 0 4 0
2023-12-08T11:18:30.8591016+01:00 0 8 -4
2023-12-08T11:18:30.9112089+01:00 8 -8 4
2023-12-08T11:18:30.9640129+01:00 0 4 0
2023-12-08T11:18:31.0170775+01:00 -4 0 -12
2023-12-08T11:18:31.0700733+01:00 -4 16 8
2023-12-08T11:18:31.1224071+01:00 8 -20 0
2023-12-08T11:18:31.1752359+01:00 -4 4 4
2023-12-08T11:18:31.2273231+01:00 4 -4 0
2023-12-08T11:18:31.2791258+01:00 -4 12 8
2023-12-08T11:18:31.3314577+01:00 -4 -12 -12
2023-12-08T11:18:31.3850991+01:00 4 12 4
2023-12-08T11:18:31.4381587+01:00 -4 -4 0
2023-12-08T11:18:31.4901994+01:00 8 -8 -12
2023-12-08T11:18:31.5432170+01:00 -4 -4 4
2023-12-08T11:18:31.5954533+01:00 -4 12 0
2023-12-08T11:18:31.6480010+01:00 4 20 -8
2023-12-08T11:18:31.6993921+01:00 4 -32 8
2023-12-08T11:18:31.7510913+01:00 4 8 0
2023-12-08T11:18:31.8032690+01:00 -8 -4 0
2023-12-08T11:18:31.8552495+01:00 0 4 8
2023-12-08T11:18:31.9090574+01:00 4 -8 -4
2023-12-08T11:18:31.9641047+01:00 -4 4 0
2023-12-08T11:18:32.0170913+01:00 -8 0 -4
2023-12-08T11:18:32.0697046+01:00 8 16 4
